epoch,train_loss,train_f1_micro,train_f1_macro,train_precision_micro,train_precision_macro,train_recall_micro,train_recall_macro,val_loss,val_f1_micro,val_f1_macro,val_precision_micro,val_precision_macro,val_recall_micro,val_recall_macro,lr_classifier,lr_encoder,epoch_seconds
1,1.2672274708747864,0.18440779610194902,0.10330940053785843,0.11410018552875696,0.06902573469437394,0.48046875,0.43273722209648985,1.029397964477539,0.24060150375939848,0.09822164948340861,0.15737704918032788,0.061762564920459666,0.5106382978723404,0.3298245614035088,0.003,2e-05,120.78757882118225
